Sample_ID,Severity,Sample_Type,Short_Description,Description
ORIG_2545,4,Original,"Service ship was towing a dumb barge when it touched bottom however, no damage was reported.",Service ship under pilotage was towing the dumb barge upriver when they heard a low rumbling sound. The engine speed was reduced and then stopped. The vessel heeled slightly and it became apparent that the vessel had touched bottom. A tug vessel was informed and located nearby. Initial efforts to free  vessel  on board seemed unsuccessful.  The tug vessel was requested to provide assist pull power in addition to on board actions to free the service ship towards clearer water. This proved effective without damages. 
ORIG_2546,3,Original,Fishing vessel lost steering and was not able to fix the rudder. Towage was necessary.,"A fishing vessel suffered a steering malfunction, they believed there was air in the system. They were unable to resolve the issue and the vessel was towed to port. "
ORIG_2547,3,Original,"Fishing vessel has broken down and was in need of towage, no injuries reported.",Fishing vessel machinery failure. Vessel was towed to port. 
ORIG_2548,4,Original,Cargo vessel took a succession of moderate rolls causing damage to the cargo.,"Cargo vessel was proceeding on passage when it took a succession of moderate rolls causing the lashing that was holding the concrete blocks to fail. When it was noticed that the blocks spilled onto the deck, the vessel's speed was immediately reduced and the movements were minimised. Once the crew secured the blocks in situ, the vessel proceeded on passage. However, it has been reported that there were slight damages to the edges of formed concrete blocks."
ORIG_2549,3,Original,A potter fishing vessel broke down whilst hauling pots.,"A potter fishing vessel experienced propulsion failure whilst retrieving pots and was towed back to the harbour by the local lifeboat service. There were no damages, injuries or pollution. "
ORIG_2550,3,Original,A VLCS experienced propulsion failure in a narrow channel and was towed back to the berth,"A Very Large Container Ship (VLCS) experienced propulsion failure whilst outbound in a narrow channel from a port. The vessel was under pilotage at the time and had 2 pilots on board. The vessel deployed the anchor and the tugs assisted to hold it in place until slack water, when the vessel could be turned in the channel and towed back to the berth. The main engine could not be restarted and the vessel was not able to determine the cause, therefore returned to the berth to effect repairs. There were no damages or injuries and no pollution. "
ORIG_2551,4,Original,Cruise ship crewmember suffered a sprained back while lifting a crate.,A cruise ship crewmember suffered a sprained back while lifting a crate of cutlery. The crewmember was unable to continue their duties and was later medically disembarked. 
ORIG_2552,3,Original,Cruise ship passenger slipped on lido deck resulting in a fractured shoulder.,A cruise ship passenger slipped and fell on the lido deck resulting in a fractured shoulder. The passenger remained onboard. 
ORIG_2553,3,Original,Powerboat ran aground with 2 pob successfully rescued. The vessel sustained no reported damage.,A powerboat with 2pob went aground with CRT successfully assisting all persons ashore. There was no pollution or damage reported to the vessel. The vessel's owners have not yet been able to recover the vessel. 
ORIG_2554,4,Original,Beam trawler's gear box failed resulting in a tow to harbour.,Beam trawler's gear box failed resulting in a tow to harbour from another fishing vessel. There was no damage or injuries and there was never any imminent danger. 
ORIG_2555,3,Original,Lifeboat boarding vessel made contact with an unknown object at low water.,Lifeboat boarding vessel made contact with an unknown object at low water when they were departing to perform maintenance on a ALB. There was no damage to the vessel and the engine popped up when they struck the object. There were no injuries. 
ORIG_2556,3,Original,SAR craft made contact with a submerged buoy. No damage or injuries occurred.,SAR craft made contact with a submerged buoy. No damage or injuries occurred.
ORIG_2557,4,Original,Fishing vessel's engine failed and were taken under tow by lifeboat back to moorings.,Fishing vessel's engine failed and were taken under tow by lifeboat back to moorings. There was no damage to the vessel or any injuries and no imminent danger. 
ORIG_2558,3,Original,Fishing vessel crewmember fell down stairs resulting in a fractured wrist.,Fishing vessel crewmember fell down stairs resulting in a fractured wrist. The crew member was landed ashore and taken to hospital for treatment.
